"08 - Cliente Código","09 - Cliente Nome","22 - Escritório de vendas Nome","35 - UF","25 - Segmentação Nome","Vendedor_Desc","Cliente_Cidade","Rua e nº","Bairro","Código postal"
"43334","CUNHA & MELO LTDA","Nordeste","AL","Pequeno A - 3","Emilton Alexandre De Alencar Tenori","MACEIO","R FERNANDES DE BARROS 3","CENTRO","57020-020"
"41615","CONSTR IPANEMA LTDA","Nordeste","AL","Pequeno B - 1","Emilton Alexandre De Alencar Tenori","MACEIO","AV COMENDADOR LEAO 1119 A","POCO","57025-000"
"123881","COML OLIVEIRA CARNEIRO LTDA","Nordeste","PE","Grande - 1","Edific Repres Ltda","CARUARU","R PE MANOEL DA NOBREGA 31","SAO FRANCISCO","55008-540"
"158344","TUPAN CONSTR LTDA","Nordeste","PE","Home Center Regional","Edific Repres Ltda","CARUARU","AV DOS ESTADOS 1095","NOVA CARUARU","55014-440"
"249821","A M DE MACEDO MELO CONSTR ME","Nordeste","PE","Medio A - 1","Alfa Oliva Repres Ltda","CARUARU","AV VERA CRUZ 745","SAO FRANCISCO","55008-000"
"197181","ERMISON RODRIGO DE MENEZES LIMA ME","Nordeste","PE","Medio A - 1","Kde Comercio E Representacoes","CARUARU","R JOAO SOARES DE LIRA 1289, 13","DIVINOPOLIS","55010-630"
"60229","CAZANOVA MAT CONSTR E DISTR LTDA","Nordeste","PE","Mega","Alfa Oliva Repres Ltda","CARUARU","AV LEAO DOURADO 40, GALPAO","SAO FRANCISCO","55008-010"
"196383","LUCIANO JOSE PEREIRA DA SILVA ME","Nordeste","PE","Pequeno A - 1","Kde Comercio E Representacoes","CARUARU","AV CASTELO BRANCO 5","AGAMENON MAGALHAES","55031-000"
"271402","PETRICIEL BEZERRA VIRGOLINO   ME","Nordeste","PE","Pequeno A - 1","Kde Comercio E Representacoes","CARUARU","RUA ESTRADA LAGOA DE PEDRA 200","KENNEDY","55036-025"
"247995","AMANCIO DISTR MAT CONTR LTDA EPP","Nordeste","PE","Pequeno A - 2","Alfa Oliva Repres Ltda","CARUARU","RUA REVERENDO ALFEU DE OLIVEIR","NOSSA SENHORA DAS DORES","55004-030"
"271256","PAULO E REJANE CONSTRUCOES LTDA ME","Nordeste","PE","Pequeno A - 2","Kde Comercio E Representacoes","CARUARU","R ANTENOR NAVARRO 520","PETROPOLIS","55032-210"
"31362","MANOEL MENDES SILVA NETO","Nordeste","PE","Pequeno A - 2","Kde Comercio E Representacoes","CARUARU","AV BRASIL 240","UNIVERSITARIO","55016-360"
"272998","JOSINALDO DE SOUZA LIRA ME","Nordeste","PE","Pequeno A - 2","Kde Comercio E Representacoes","CARUARU","RUA MANOEL LEOPOLDINO 19","KENNEDY","55034-600"
"272875","SANDRA VIRGINIA V COUTINHO O FARIAS","Nordeste","PE","Pequeno A - 3","Kde Comercio E Representacoes","CARUARU","RUA GOVERNADOR ROSADO MAIA 314","SALGADO","55018-400"
"271290","BELEM MATERIAIS DE CONSTRUCAO LTDA","Nordeste","PE","Pequeno A - 3","Kde Comercio E Representacoes","CARUARU","R PATRICIO SANTOS 3","JOSE CARLOS OLIVEIRA","55000-000"
"271486","JOSE RICARDO F  DE LIMA MATERIAL DE","Nordeste","PE","Pequeno A - 3","Kde Comercio E Representacoes","CARUARU","R JOSE CARLOS DA SILVA 31","RENDEIRAS","55000-000"
"247581","FILIPE J SILVESTRE DA SILVA CONST M","Nordeste","PE","Pequeno B - 1","Alfa Oliva Repres Ltda","CARUARU","TR PRIMEIRA SAO NICOLAU 280","JOAO MOTA","55002-971"
"77890","MADEIREIRA LINIMARA LTDA","Nordeste","PE","Pequeno B - 1","Kde Comercio E Representacoes","CARUARU","R BAHIA 1020","DIVINOPOLIS","55010-350"
"270839","ABRANTES MADEIRAS E MATERIAL DE","Nordeste","PE","Pequeno B - 1","Kde Comercio E Representacoes","CARUARU","RUA LEAO DOURADO 1136","CAIUCA","55034-190"
"48004","MARIO FLORENCIO E FILHOS LTDA","Nordeste","PE","Grande - 1","Kde Comercio E Representacoes","CARUARU","R TUPY 435","SALGADO","55016-080"
"249491","JCL LAJES E MAT PARA CONST LTDA","Nordeste","PE","Grande - 1","Alfa Oliva Repres Ltda","CARUARU","AV TRANSATLANTICO L 13","NOVA CARUARU","55014-650"
"66731","BIGOLIN MATERIAIS DE CONSTRUCAO LTD","Sul ","PR","Home Center Regional","T E Armani Representacoes - Me","CASCAVEL","R RIO DE JANEIRO 2989","CENTRO","85801-031"
"207773","ZANELLI & CIA LTDA","Sul ","PR","Medio A - 1","T E Armani Representacoes - Me","CASCAVEL","AV TANCREDO NEVES 1382","CENTRO","85805-003"
"261045","CONSTRUCAL MAT DE CONSTR LTDA","Sul ","PR","Grande - 1","T E Armani Representacoes - Me","CASCAVEL","R PIO XII 308","NEVA","85802-170"
"164099","GUARDIANO & GUARDIANO LTDA  ME","Sul ","PR","Pequeno A - 1","T E Armani Representacoes - Me","CASCAVEL","R JURUNA 1360","SANTA CRUZ","85806-090"
"287001","ACOMAIS - COMERCIO DE PRODUTOS META","Sul ","PR","Pequeno A - 1","T E Armani Representacoes - Me","CASCAVEL","AV DR EZUEL PORTES 20443","14 DE NOVEMBRO","85804-195"
"139833","CASA DA CONSTRUCAO MENINO JESUS","Nordeste","CE","Pequeno A - 1","Luiz Eduardo Cavalcante Silveira","CASCAVEL","R SAMUEL BEBE 3154","BESSALANDIA","62850-000"
"195915","R BANDEIRA & CIA LTDA ME","Sul ","PR","Pequeno A - 1","T E Armani Representacoes - Me","CASCAVEL","R VISCONDE DE GUARAPUAVA 743","NEVA","85802-120"
"239718","M J FASSINA & CIA LTDA ME","Sul ","PR","Pequeno A - 2","T E Armani Representacoes - Me","CASCAVEL","AV TANCREDO NEVES 1360","CENTRO","85805-003"
"205268","E R GAMA ME","Nordeste","CE","Pequeno A - 2","Luiz Eduardo Cavalcante Silveira","CASCAVEL","R HENRIQUE RODRIGUES 30","SEDE","62850-000"
"248629","JOAO RENATO FEITEN ME","Sul ","PR","Pequeno A - 3","T E Armani Representacoes - Me","CASCAVEL","R CLEVELANDIA 279, SALA 01","SANTA CRUZ","85806-755"
"131381","RV COMERCIO DE MAT DE CONST EIRELI","Nordeste","CE","Pequeno A - 3","Luiz Eduardo Cavalcante Silveira","CASCAVEL","ROD CE 040 3611, BAIXO","NADA CONSTA","62850-000"
"166156","ISOLAJES COMERCIO DE IMPERM LTDA","Sul ","PR","Pequeno A - 3","T E Armani Representacoes - Me","CASCAVEL","R  MANAUS 2936","CANCELLI","85811-103"
"156011","LOJAS QUERO QUERO SA","Sul ","RS","Home Center Regional","Osvaldo Dos Santos Borrea Junior","PASSO FUNDO","AV MOACIR DA MOTTA FORTES 73","VERA CRUZ","99040-010"
"247305","LOJAS QUERO QUERO SA","Sul ","RS","Home Center Regional","Osvaldo Dos Santos Borrea Junior","PASSO FUNDO","AV PRES VARGAS 1910","SAO CRISTOVAO","99070-000"
"86843","MACOPAN MAT CONSTR LTDA","Sul ","RS","Pequeno A - 3","Osvaldo Dos Santos Borrea Junior","PASSO FUNDO","AV BRASIL LESTE 565","PETROPOLIS","99050-073"
"20541","ZAPI DISTR LTDA EPP","SP II (Interior)","MG","Grande - 1","Gustavo Da Silva Gasques","UBERLANDIA","R CEARA 1652","UMUARAMA","38405-240"
"18276","IRMAOS SOARES SA","SP II (Interior)","MG","Home Center Regional","Gustavo Da Silva Gasques","UBERLANDIA","AV AFONSO PENA 3955","BRASIL","38406-055"
"17415","UBERCON MAT CONSTR LTDA","SP II (Interior)","MG","Medio A - 1","Gustavo Da Silva Gasques","UBERLANDIA","AV JOAO NAVES DE AVILA 6530","STA MONICA","38402-049"
"245018","LAMONIER DISTRIBUIDORA HIDRAULICA","SP II (Interior)","MG","Medio A - 2","Gustavo Da Silva Gasques","UBERLANDIA","R DOLORITA ELIAS DO NASC 668,","LARANJEIRAS","38410-239"
"105831","SAINT GOBAIN DISTR BRASIL LTDA","SP II (Interior)","MG","Home Center Nacional","Gustavo Da Silva Gasques","UBERLANDIA","AV GOV RONDON PACHECO 500","COPACABANA","38408-343"
"265581","JR FERRAGISTA LTDA ME","SP II (Interior)","MG","Pequeno A - 1","Gustavo Da Silva Gasques","UBERLANDIA","AV ITAIPU 807","GRANADA","38410-538"
"241156","ELAINE APARECIDA FONSECA CARVALHO","SP II (Interior)","MG","Pequeno A - 1","Gustavo Da Silva Gasques","UBERLANDIA","R TAMOIOS 809","SARAIVA","38408-410"
"267441","BARACUI COMERCIAL LTDA","SP II (Interior)","MG","Pequeno A - 1","Gustavo Da Silva Gasques","UBERLANDIA","AV ARAGUARI 323","MARTINS","38400-464"
"260913","OSVALDO MOTTA JUNIOR","SP II (Interior)","MG","Pequeno A - 1","Gustavo Da Silva Gasques","UBERLANDIA","AV JOAO NAVES DE AVILA 5700","PAMPULHA","38408-663"
"33213","PATRIMAC PATRIMONIO MAT CONSTR LTDA","SP II (Interior)","MG","Pequeno A - 1","Gustavo Da Silva Gasques","UBERLANDIA","AV FRANCISCO GALASSI 1189","PATRIMONIO","38411-120"
"189505","UNIVERSAL PISOS E REV EIRELI","SP II (Interior)","MG","Pequeno A - 1","Gustavo Da Silva Gasques","UBERLANDIA","R CEL ANTONIO ALVES PEREIRA 24","LAGOINHA","38408-478"
"115999","ARANTES & PRUDENTE MAT CONSTR","SP II (Interior)","MG","Pequeno A - 1","Gustavo Da Silva Gasques","UBERLANDIA","AV FLORIANO PEIXOTO 4685","UMUARAMA","38405-184"
"57480","BASELAR MAT CONSTR LTDA ME","SP II (Interior)","MG","Pequeno A - 1","Gustavo Da Silva Gasques","UBERLANDIA","AV JOSE FONSECA E SILVA 1309","JD PATRICIA","38414-097"
"92165","PISO & CIA COM PISOS EIRELI ME","SP II (Interior)","MG","Pequeno A - 1","Gustavo Da Silva Gasques","UBERLANDIA","AVENIDA JOAO NAVES DE AVILA 31","SARAIVA","38408-100"
"141705","CASA DO CONSTRUTOR MAT CONSTR","SP II (Interior)","MG","Pequeno A - 1","Gustavo Da Silva Gasques","UBERLANDIA","AV SEGISMUNDO PEREIRA 1808","SANTA MONICA","38408-170"
"283983","ANJU MATERIAIS PARA CONSTRUCAO LTDA","SP II (Interior)","MG","Pequeno A - 2","Gustavo Da Silva Gasques","UBERLANDIA","AV JOAO NAVES DE AVILA 3786","SANTA MONICA","38408-144"
"156802","MATERIAIS PARA CONSTR NOVA ALIANCA","SP II (Interior)","MG","Pequeno A - 3","Gustavo Da Silva Gasques","UBERLANDIA","AV EUROPA 358","TIBERY","38405-088"
"238069","ANDRE LUIZ FERREIRA ME","SP II (Interior)","MG","Pequeno B - 1","Gustavo Da Silva Gasques","UBERLANDIA","AV JOAO NAVES DE AVILA 6265","SANTA MONICA","38408-311"
"288025","ANDRE LUIZ FERREIRA ME","SP II (Interior)","MG","Pequeno B - 1","Gustavo Da Silva Gasques","UBERLANDIA","AV BELO HORIZONTE 550","OSVALDO REZENDE","38400-454"
"209226","R C DISTR E COM EIRELI EPP","SP II (Interior)","MG","Grande - 1","Gustavo Da Silva Gasques","UBERLANDIA","AV JOAO NAVES DE AVILA 4535","SANTA MONICA","38408-144"
"208360","R C DISTR E COM EIRELI EPP","SP II (Interior)","MG","Grande - 1","Gustavo Da Silva Gasques","UBERLANDIA","AV JOAO NAVES DE AVILA 4795","STA MONICA","38408-288"
"287777","RC DISTRIBUIDORA E COMERCIO EIRELI","SP II (Interior)","MG","Grande - 1","Gustavo Da Silva Gasques","UBERLANDIA","AV GETULIO VARGAS 3667","TUBALINA","38412-066"
"152048","F AGUIAR & AGUIAR COM MAT CONSTR","Norte","PA","Medio A - 1","Luccal Repres Com Ltda","SANTAREM","AV VIOLETA 458","JD SANTAREM","68030-340"
"61652","MASSAFRA MAT CONSTR LTDA","Norte","PA","Grande - 1","J & T De Almeida Representaçõ","SANTAREM","AV CUIABA 1526","LIBERDADE","68040-400"
"190141","AGRODIA COMERCIO DE MATERIAL ELETR","Norte","PA","Mega","J & T De Almeida Representaçõ","SANTAREM","AV BORGES LEAL 3277","CARANAZAL","68040-665"
"255106","M D PANTOJA BASTOS ME","Norte","PA","Pequeno A - 1","Luccal Repres Com Ltda","SANTAREM","R GONCALVES DIAS 583","URUARA","68015-130"
"194312","M D ALVES PEREIRA ME","Norte","PA","Pequeno A - 1","Luccal Repres Com Ltda","SANTAREM","TRAV TURIANO MEIRA 1927","DIAMANTINO","68020-590"
"271163","JOEL AMARAL DE AMEIDA ME","Norte","PA","Pequeno A - 1","J & T De Almeida Representaçõ","SANTAREM","RUA ANGELICA 510 S-B","JARDIM SANTAREM","68030-300"
"288028","M C M COSTA COM DE MAT DE CONST EIR","Norte","PA","Pequeno A - 3","J & T De Almeida Representaçõ","SANTAREM","R BRASIL NOVO 110","IPANEMA","68043-440"
"198675","BALAROTI COM MAT CONSTR SA","Sul ","SC","Home Center Regional","Jose Luiz Ferreira Lima","FLORIANOPOLIS","ROD JOSE CARLOS DAUX 2684, SC","JOAO PAULO","88030-000"
"12933","J D L COM MAT CONSTR LTDA EPP","Sul ","SC","Medio A - 1","Lucas Neves Gaz","FLORIANOPOLIS","R MANOEL SEVERINO DE OLIVEIRA","LAGOA DA CONCEICAO","88062-120"
"266924","J D L COM MAT CONSTR LTDA EPP","Sul ","SC","Medio A - 1","Lucas Neves Gaz","FLORIANOPOLIS","ROD DR ANTONIO LUIZ MOURA GONZ","RIO TAVARES","88048-300"
"71395","NETTO MAT CONSTR LTDA ME","Sul ","SC","Pequeno A - 1","Lucas Neves Gaz","FLORIANOPOLIS","ROD JOAO GUALBERTO SOARE 148,","INGLESES","88058-300"
"67120","FRANCINE LAGE DE SOUZA MAT CONSTR","Sul ","SC","Pequeno A - 1","Lucas Neves Gaz","FLORIANOPOLIS","AV PREF WALDEMAR VIEIRA 327, S","SACO DOS LIMOES","88045-210"
"78271","MARIO CESAR RODRIGUES ME","Sul ","SC","Pequeno A - 1","Lucas Neves Gaz","FLORIANOPOLIS","ROD JOAO GUALBERTO SOARES 5550","RIO VERMELHO","88058-300"
"211879","REJANE MARCELINO MATTOS ME","Sul ","SC","Pequeno A - 1","Lucas Neves Gaz","FLORIANOPOLIS","R JOAO MEIRELLES 1152","ABRAAO","88085-201"
"93137","LENZ COM MAT CONST LTDA ME","Sul ","SC","Pequeno A - 1","Lucas Neves Gaz","FLORIANOPOLIS","R VIDAL RAMOS NETO SN","CANASVIEIRAS","88054-020"
"20340","MILTON ERASMO ANTUNES EPP","Sul ","SC","Pequeno A - 2","Lucas Neves Gaz","FLORIANOPOLIS","R DAS AREIAS 201","TAPERA","88049-300"
"12091","MOACIR ERASMO ANTUNES","Sul ","SC","Pequeno A - 3","Lucas Neves Gaz","FLORIANOPOLIS","ROD FRANCISCO THOMAZ DOS SANTO","MORRO DAS PEDRAS","88064-000"
"215976","C F C MAT CONSTR LTDA ME EPP","Sul ","SC","Pequeno A - 3","Lucas Neves Gaz","FLORIANOPOLIS","AV LUIZ BOITEUX PIAZZA 2140, S","CACHOEIRA DO BOM JESUS","88056-000"
"163888","CACIQUE HOME CENTER CASA E CONSTR","SE - SP","MG","Home Center Regional","Tiago Nascimento Soares","GOVERNADOR VALADARES","AV INDUSTRIAL 1636","DISTR INDL","35040-610"
"38591","CONSTRUCENTER PREDILETA LTDA","SE - SP","MG","Medio A - 2","Tiago Nascimento Soares","GOVERNADOR VALADARES","R SETE DE SETEMBRO 3276","CENTRO","35010-173"
"145039","SANTANA PROD SIDERURGICOS LTDA","SE - SP","MG","Medio B - 1","Tiago Nascimento Soares","GOVERNADOR VALADARES","AV INDUSTRIAL 1088","DISTR INDUSTRIAL","35040-610"
"287128","MUTIRAO MATERIAL DE CONSTRUCAO LTDA","SE - SP","MG","Grande - 1","Tiago Nascimento Soares","GOVERNADOR VALADARES","R SINVAL LEITE 275","VILA BRETAS","35052-760"
"32992","ROGAI MAT CONSTR LTDA","SE - SP","MG","Pequeno A - 1","Tiago Nascimento Soares","GOVERNADOR VALADARES","R VALE FORMOSO 600","JD PEROLA","35051-520"
"12878","CARMO E CARMO LTDA","SE - SP","MG","Pequeno A - 1","Tiago Nascimento Soares","GOVERNADOR VALADARES","AV JK 4387","SANTA RITA","35040-260"
"153234","PAULA E RAYANNE MAT CONSTR LTDA ME","SE - SP","MG","Pequeno A - 2","Tiago Nascimento Soares","GOVERNADOR VALADARES","AV MOACIR PALETA 96","SAO PEDRO","35020-360"
"250573","SAO VITOR MAT DE CONSTR EIRELI ME","SE - SP","MG","Pequeno A - 2","Tiago Nascimento Soares","GOVERNADOR VALADARES","R ALCANTARA MIRANDA 92","SAO VITOR","35104-000"
"65561","ROGAI IPE MAT CONSTR LTDA EPP","SE - SP","MG","Pequeno A - 2","Tiago Nascimento Soares","GOVERNADOR VALADARES","AV LUIZ GONCALVES LESSA 51","JD DO IPE","35041-380"
"256394","MARLON DE SOUZA FERRADEIRA","SE - SP","MG","Pequeno A - 2","Tiago Nascimento Soares","GOVERNADOR VALADARES","AV MOACIR PALETA 651, LOJA","SAO PEDRO","35020-360"
"28450","SOLAR COM MATERIAL DE CONSTRUCAO","SE - SP","MG","Pequeno A - 2","Tiago Nascimento Soares","GOVERNADOR VALADARES","AV MINAS GERAIS 1715","NSA SRA DAS GRACAS","35058-450"
"21825","IRMAOS ROGAI MAT CONSTR LTDA","SE - SP","MG","Pequeno A - 2","Tiago Nascimento Soares","GOVERNADOR VALADARES","LOC LT 4 QD 77 R SN","TURMALINA","35010-000"
"42205","J HENRIGER E FILHOS LTDA","SE - SP","MG","Pequeno A - 3","Tiago Nascimento Soares","GOVERNADOR VALADARES","R BARBARA HELIODORA 983","CENTRO","35010-040"
"40506","COML IRMAOS SILVEIRA LTDA","SE - SP","MG","Pequeno A - 3","Tiago Nascimento Soares","GOVERNADOR VALADARES","AV JK 5337","STA RITA","35040-260"
"34684","COML IRMAOS CIMINI LTDA","SE - SP","MG","Pequeno B - 1","Tiago Nascimento Soares","GOVERNADOR VALADARES","R AMERICO VESPUCIO 237","VERA CRUZ","35041-010"
"47229","CONLAR MAT ELETRICO HIDR E CONSTR","Nordeste","BA","Grande - 1","Lubarbosa Repres Com Ltda","ITABUNA","R MARIA OLIVIA REBOUCAS SN","ALTO MIRANTE","45603-337"
"294607","EUDES DOS SANTOS REIS EIRELI ME","Nordeste","BA","Medio A - 1","Lubarbosa Repres Com Ltda","ITABUNA","AV ROBERTO SANTOS 2315, ANEXO","PEDRO GERONIMO","45606-472"
"272321","BRITOCAR COMERCIO DE FERRO","Nordeste","BA","Medio B - 1","Lubarbosa Repres Com Ltda","ITABUNA","AVENIDA AMELIA AMADO 362","CENTRO","45600-050"
"146571","BURITI COM MAT CONSTR LTDA","Nordeste","BA","Mega","Lubarbosa Repres Com Ltda","ITABUNA","R NINA BARRETO 104","NSA SRA DE FATIMA","45604-095"
"245207","M M MENDONCA & CIA LTDA","Nordeste","BA","Mega","Lubarbosa Repres Com Ltda","ITABUNA","RUA SAO SEBASTIAO 112","NOSSA SENHORA DE FATIMA","45604-003"
"250219","ELANE VIDAL DE OLIVEIRA ME","Nordeste","BA","Pequeno A - 1","Lubarbosa Repres Com Ltda","ITABUNA","R G 38, TERREO","MONTE CRISTO","45604-484"
"185311","LUTHI MAT CONSTR LTDA","Nordeste","BA","Pequeno A - 1","Lubarbosa Repres Com Ltda","ITABUNA","TRAV RIO BAHIA 72","MANGABINHA","45600-587"
"288876","TREFILACO INDUSTRIA E COMERCIO DE","Nordeste","BA","Pequeno A - 1","Lubarbosa Repres Com Ltda","ITABUNA","AV JOSE SOARES PINHEIRO 232","CENTRO","45600-098"
"206912","JOSE ADILSON DA SILVA ME","Nordeste","BA","Pequeno A - 2","Lubarbosa Repres Com Ltda","ITABUNA","R PRIMEIRO DE MAIO 40","JOAO SOARES","45604-640"
"261106","ANGELO MARCIO DE JESUS SANTOS","Nordeste","BA","Pequeno A - 2","Lubarbosa Repres Com Ltda","ITABUNA","TV STA CRUZ 609","ALTO MIRANTE","45712-000"
"247257","JOBASA COM DE MAT DE CONSTRUCAO","Nordeste","BA","Pequeno A - 3","Lubarbosa Repres Com Ltda","ITABUNA","AV PRINCESA ISABEL 1327, TERRE","SAO CAETANO","45607-123"
"80224","C D R COM DIST & REPR MAT CONSTR","Nordeste","BA","Pequeno B - 1","Lubarbosa Repres Com Ltda","ITABUNA","R D 116","NOVA ITABUNA","45611-118"
"286764","COMERCIO DE TINTAS CAPRI LTDA","Nordeste","BA","Pequeno B - 1","Lubarbosa Repres Com Ltda","ITABUNA","AV JURACY MAGALHAES 303","ALTO MIRANTE","45603-232"
"254422","DIEZEL COM E DISTR DE MAT DE CONST","Nordeste","BA","Pequeno B - 1","Lubarbosa Repres Com Ltda","ITABUNA","R SAO FRANCISCO 155","NOSSA SRA DE FATIMA","45604-012"
"261483","COMERCIO DE TINTAS CAPRI LTDA","Nordeste","BA","Pequeno B - 1","Lubarbosa Repres Com Ltda","ITABUNA","AV CINQUENTENARIO 938, TERREO","CENTRO","45600-006"
"267184","RAMIRO CAMPELO COM UTILIDADES LTDA","Nordeste","BA","Mega","Lubarbosa Repres Com Ltda","ITABUNA","AVENIDA JURACY MAGALHAES 721,","NOSSA SENHORA DE FATIMA","45604-091"
"83747","BURITI COM MAT CONSTR","Nordeste","BA","Mega","Lubarbosa Repres Com Ltda","ITABUNA","AV JURACY MAGALHAES 528","ALTO MIRANTE","45603-001"
"30663","M M MENDONCA & CIA LTDA","Nordeste","BA","Mega","Lubarbosa Repres Com Ltda","ITABUNA","AV JURACY MAGALHAES 565","ALTO MIRANTE","45603-231"
"34122","MACEDO & TAVEIRA LTDA","SP II (Interior)","SP","Grande - 2","Fabiano Ariozi Da Silva","RIBEIRAO PRETO","R MANOEL ACHE 547","JD IRAJA","14020-590"
"204296","CONSTRUDECOR SA","Home Center","SP","Home Center Nacional","Rogerio Moreira De Godoy","RIBEIRAO PRETO","AV FABIO BARRETO 251","VL TIBERIO","14050-000"
"23987","CHENCCI & PERES LTDA ME","SP II (Interior)","SP","Medio A - 1","Juva Repres. Com. Ltda Me","RIBEIRAO PRETO","AV LUIS GALVAO CEZAR 505","PLANALTO VERDE","14056-000"
"156623","ESTRELA DOESTE COML E LOG LTDA","SP II (Interior)","SP","Medio A - 1","Juva Repres. Com. Ltda Me","RIBEIRAO PRETO","AV ETTORE E AURORA CORAUCCI 13","JD ALEXANDRE BALBO","14066-180"
"176209","CAIO SANCHEZ VENDRUSCOLO EIRELI ME","SP II (Interior)","SP","Medio A - 1","Juva Repres. Com. Ltda Me","RIBEIRAO PRETO","AV NOVE DE JULHO 2300","JD AMERICA","14020-170"
"204296","CONSTRUDECOR SA","Home Center","SP","Home Center Nacional","Rogerio Moreira De Godoy","RIBEIRAO PRETO","AV FABIO BARRETO 251","VL TIBERIO","14050-000"
"220202","SAINT GOBAIN DISTR BRASIL LTDA","Home Center","SP","Home Center Nacional","Celso Ricardo Amorim De Sousa","RIBEIRAO PRETO","AV MAURILIO BIAGI 1800","SANTA CRUZ DO JOSE JACQUE","14020-750"
"227202","MORETO & MUNHOZ COMERCIO DE MAT DE","SP II (Interior)","SP","Pequeno A - 1","Juva Repres. Com. Ltda Me","RIBEIRAO PRETO","R BERNARDO GUIMARAES 1491","JD PIRATININGA","14030-610"
"201868","JOAZEIRO MAT CONSTR LTDA ME","SP II (Interior)","SP","Pequeno A - 1","Juva Repres. Com. Ltda Me","RIBEIRAO PRETO","AV RECIFE 474","JD AEROPORTO","14078-390"
"24538","HELIO TALMELLI & CIA LTDA","SP II (Interior)","SP","Pequeno A - 1","Juva Repres. Com. Ltda Me","RIBEIRAO PRETO","R AMADEU AMARAL 425","VL SEIXAS","14020-050"
"261924","VIDA NOVA MATERIAL DE CONSTRUCAO","SP II (Interior)","SP","Pequeno A - 1","Juva Repres. Com. Ltda Me","RIBEIRAO PRETO","AV 03D 1080","CRISTO REDENTOR","14063-142"
"26917","BASICONST MAT CONSTR LTDA ME","SP II (Interior)","SP","Pequeno A - 1","Juva Repres. Com. Ltda Me","RIBEIRAO PRETO","R JAVARI 4771","J P DUTRA","14061-310"
"43411","JORGE A FARIA & CIA LTDA ME","SP II (Interior)","SP","Pequeno A - 1","Juva Repres. Com. Ltda Me","RIBEIRAO PRETO","AV MAGID SIMAO TRAD 1050","ADELINO SIMIONI","14071-010"
"37011","ANTONIO KALIL EL DIB ME","SP II (Interior)","SP","Pequeno A - 1","Juva Repres. Com. Ltda Me","RIBEIRAO PRETO","R MOGIANA 2462","JD INDEPENDENCIA","14076-400"
"199690","COML MANOEL PENNA LTDA ME","SP II (Interior)","SP","Pequeno A - 1","Juva Repres. Com. Ltda Me","RIBEIRAO PRETO","R ANTONIO FREGONESI 376","JD MANOEL PENNA","14098-328"
"189447","ROBERTO DONIZETI QUAGLIO & CIA","SP II (Interior)","SP","Pequeno A - 1","Juva Repres. Com. Ltda Me","RIBEIRAO PRETO","AV ERNESTO GUEVARA LA SERNA 27","JD HEITOR RIGON","14062-019"
"255957","L R A GUIMARAES ACABAMENTOS","SP II (Interior)","SP","Pequeno A - 1","Juva Repres. Com. Ltda Me","RIBEIRAO PRETO","R CAPIVARI 34","JARDIM PAULISTA","14090-150"
"245945","REINILDA MONICA DUTRA VIEIRA ME","SP II (Interior)","SP","Pequeno A - 1","Juva Repres. Com. Ltda Me","RIBEIRAO PRETO","AV DOM PEDRO I 1750","IPIRANGA","14055-630"
"118821","JOSE RODRIGUES OLIVEIRA MAT CONSTR","SP II (Interior)","SP","Pequeno A - 2","Juva Repres. Com. Ltda Me","RIBEIRAO PRETO","R HORACIO MARTINI 400","JD PAIVA","14056-863"
"240465","SERNAJOTTO & DURANTE COM MAT","SP II (Interior)","SP","Pequeno A - 2","Juva Repres. Com. Ltda Me","RIBEIRAO PRETO","R LUIZ GAMA 211","CAMPOS ELISEOS","14080-220"
"174110","ALVES MATEUS & SILVA MAT DE CONSTR","SP II (Interior)","SP","Pequeno A - 2","Juva Repres. Com. Ltda Me","RIBEIRAO PRETO","AV THOMAZ ALBERTO WHATELY 1115","PQ IND TANQUINHO","14075-390"
"234942","BASE CERTA COM MAT CONSTR EIRELI ME","SP II (Interior)","SP","Pequeno A - 2","Juva Repres. Com. Ltda Me","RIBEIRAO PRETO","R STEFANO BARUFFI 1825","JD ZARA","14092-060"
"206316","MAGUIKLER COM MAT CONSTR LTDA ME","SP II (Interior)","SP","Pequeno A - 2","Juva Repres. Com. Ltda Me","RIBEIRAO PRETO","R GONCALVES DE MAGALHAES 828","JD PIRATININGA","14030-570"
"43663","CLAUMAR MAT CONSTR LTDA","SP II (Interior)","SP","Pequeno A - 2","Juva Repres. Com. Ltda Me","RIBEIRAO PRETO","R TAPAJOS 104","IPIRANGA","14055-090"
"138109","C S J MAT CONSTR LTDA ME","SP II (Interior)","SP","Pequeno A - 2","Juva Repres. Com. Ltda Me","RIBEIRAO PRETO","R CAP SALOMAO 1023","CAMPOS ELISEOS","14080-210"
"143882","ALESSANDRA BATISTA SILVA ARCAS ME","SP II (Interior)","SP","Pequeno A - 2","Juva Repres. Com. Ltda Me","RIBEIRAO PRETO","AV PROFA DINA RIZZI 1948","CANDIDO PORTINARI","14093-550"
"23164","DUCAL MAT CONSTR LTDA","Centro Oeste","MS","Grande - 1","Eder Maikel Fernandes","DOURADOS","AV MARCELINO PIRES 6655","CENTRO","79833-001"
"259496","FERRAGEM ALVORADA LTDA","Centro Oeste","MS","Home Center Regional","Confort Repres Ltda","DOURADOS","AV MARCELINO PIRES 6245","VILA SAO FRANCISCO","79833-001"
