"08 - Cliente Código","09 - Cliente Nome","22 - Escritório de vendas Nome","35 - UF","25 - Segmentação Nome","Vendedor_Desc","Cliente_Cidade","Rua e nº","Bairro","Código postal"
"29800","CIMAFER COM MAT CONSTR LTDA","Sul ","RS","Medio A - 2","Diego Dalla Porta Machado","PORTO ALEGRE","AV CARLOS BARBOSA 726, 760","AZENHA","90880-000"
"43598","VIVIAN MAT CONSTR LTDA","Sul ","RS","Mega","Diego Dalla Porta Machado","PORTO ALEGRE","AV PROTASIO ALVES 9028","ALTO PETROPOLIS","91260-000"
"75557","MADEVATTI COM MAT CONSTR LTDA","Sul ","RS","Mega","Diego Dalla Porta Machado","PORTO ALEGRE","R BOM JESUS 537","BOM JESUS","91420-030"
"14597","CACULA MAT CONSTR LTDA","Sul ","RS","Mega","Diego Dalla Porta Machado","PORTO ALEGRE","AV BENTO GONCALVES 6385","AZENHA","91540-000"
"95415","BALESTRIN MAT DE CONSTR LTDA ME","Sul ","RS","Mega","Lorhan Amaral Nunes","PORTO ALEGRE","AV JUCA BATISTA 7660","JUCA BATISTA","91781-200"
"269461","NVW FERRAGEM E BAZAR LTDA ME","Sul ","RS","Pequeno A - 1","Mauricio Feijo De Moraes","PORTO ALEGRE","AV DR CARLOS BARBOSA 121","MEDIANEIRA","90880-001"
"48127","FERRAG PARATI LTDA","Sul ","RS","Pequeno A - 1","Diego Dalla Porta Machado","PORTO ALEGRE","AV SATURNINO DE BRITO 1591","VL JARDIM","91320-001"
"50865","FABIO BANDEIRA DA SILVEIRA","Sul ","RS","Pequeno A - 1","Lorhan Amaral Nunes","PORTO ALEGRE","AV JUCA BATISTA 152","IPANEMA","91770-000"
"78422","MARCELO SVARTMAN CAMIANSKY","Sul ","RS","Pequeno A - 1","Diego Dalla Porta Machado","PORTO ALEGRE","AV BAGE 616, LJ 1","PETROPOLIS","90460-080"
"103636","CONSTRUBEM FERRAG MAT CONSTR LTDA","Sul ","RS","Pequeno A - 1","Lorhan Amaral Nunes","PORTO ALEGRE","AV RODRIGUES DA FONSECA 1529","VL NOVA","91740-800"
"27228","ANTONIO MARIA MARQUES PINHEIRO","Sul ","RS","Pequeno A - 1","Lorhan Amaral Nunes","PORTO ALEGRE","AV ICARAI 1350","CRISTAL","90810-000"
"207874","DBI FERRAGEM MAT CONSTR LTDA EPP","Sul ","RS","Pequeno A - 1","Diego Dalla Porta Machado","PORTO ALEGRE","R ABAETE 701","SARANDI","91130-490"
"163529","CAMAFER COM FERRAG LTDA","Sul ","RS","Pequeno A - 1","Mauricio Feijo De Moraes","PORTO ALEGRE","R JOSE DO PATROCINIO 108","CIDADE BAIXA","90050-000"
"24750","IGOR & CIA LTDA","Sul ","RS","Pequeno A - 1","Mauricio Feijo De Moraes","PORTO ALEGRE","AV PROTASIO ALVES 46","RIO BRANCO","90410-004"
"202337","IGOR & CIA LTDA","Sul ","RS","Pequeno A - 1","Diego Dalla Porta Machado","PORTO ALEGRE","AV ASSIS BRASIL 1756","PASSO DA AREIA","91010-001"
"22103","IVO VIEIRA BORGES LTDA","Sul ","RS","Pequeno A - 1","Diego Dalla Porta Machado","PORTO ALEGRE","AV SATURNINO DE BRITO 844","VL JARDIM","91320-000"
"34882","S D M COM MAT CONSTR LTDA","Sul ","RS","Pequeno A - 1","Lorhan Amaral Nunes","PORTO ALEGRE","R PROF OSCAR PEREIRA 2511","GLORIA","90660-080"
"192062","FERRAGEM MACAGNAN LUSSANE FILHOS","Sul ","RS","Pequeno A - 1","Mauricio Feijo De Moraes","PORTO ALEGRE","AV VENANCIO AIRES 300","CIDADE BAIXA","90040-190"
"34572","FERRAG JUKA BATISTA LTDA","Sul ","RS","Pequeno A - 1","Lorhan Amaral Nunes","PORTO ALEGRE","AV JUCA BATISTA 1100","IPANEMA","91755-000"
"21628","FERRAG CONSTR ROSSONI LTDA","Sul ","RS","Pequeno A - 1","Diego Dalla Porta Machado","PORTO ALEGRE","AV FARIA LOBATO 783","SARANDI","91110-460"
"231629","CAMAFER COM FERRAGEM LTDA ME","Sul ","RS","Pequeno A - 1","Mauricio Feijo De Moraes","PORTO ALEGRE","AV GETULIO VARGAS 1596, LJ 01","MENINO DEUS","90150-004"
"77166","GRACIELA MELLO BORGONHI","Sul ","RS","Pequeno A - 1","Lorhan Amaral Nunes","PORTO ALEGRE","R ORFANATROFIO 1374","MORRO SANTA TEREZA","90840-440"
"267165","PARQUET EINSFELD LTDA","Sul ","RS","Pequeno A - 2","Mauricio Feijo De Moraes","PORTO ALEGRE","AV S PEDRO 734","SAO GERALDO","90230-121"
"122543","M M C COM FERRAG E PARTIC LTDA","Sul ","RS","Pequeno A - 2","Lorhan Amaral Nunes","PORTO ALEGRE","AV PATRIA 1481","SAO JOAO","90230-071"
"218717","FERRAJAO MAT CONSTR EIRELI EPP","Sul ","RS","Pequeno A - 2","Lorhan Amaral Nunes","PORTO ALEGRE","AV EDGAR PIRES DE CASTRO 583","ABERTA DOS MORROS","91787-889"
"47888","ISO COM FERRAG LTDA","Sul ","RS","Pequeno A - 2","Diego Dalla Porta Machado","PORTO ALEGRE","R ALBERTO SILVA 1218","VI IPIRANGA","91370-001"
"12155","MAD CARVALHO LTDA","Sul ","RS","Pequeno A - 2","Lorhan Amaral Nunes","PORTO ALEGRE","R PROF OSCAR PEREIRA 6158","GLORIA","90000-000"
"95949","LITIVA COM MAT CONSTR LTDA","Sul ","RS","Pequeno A - 2","Diego Dalla Porta Machado","PORTO ALEGRE","R PEDRO IVO 448","MONT SERRAT","90450-210"
"15800","MAZON COM MAT CONSTR LTDA","Sul ","RS","Pequeno A - 2","Diego Dalla Porta Machado","PORTO ALEGRE","AV SERTORIO 5145","NAVEGANTES","91050-371"
"21196","PISONORTE FERRAG MAT CONSTR LTDA","Sul ","RS","Pequeno A - 2","Diego Dalla Porta Machado","PORTO ALEGRE","ESTR MARTIM FELIX BERTA 1550","RUBEM BERTA","91250-200"
"17011","ZANELLA E GUIDUGLI COM MAT CONSTR","Sul ","RS","Pequeno A - 2","Lorhan Amaral Nunes","PORTO ALEGRE","R OTTO NIEMEYER 1780","CAMAQUA","91910-180"
"170714","FERRAGEM NUNES LTDA","Sul ","RS","Pequeno A - 2","Diego Dalla Porta Machado","PORTO ALEGRE","R SILVA JARDIM 166","AUXIADORA","90450-070"
"199079","TIETBOHL MAT CONSTR LTDA ME","Sul ","RS","Pequeno A - 2","Lorhan Amaral Nunes","PORTO ALEGRE","AV JUCA BATISTA 3481","HIPICA","91755-000"
"254164","D CASA COMERCIO DE MAT CONSTR","Sul ","RS","Pequeno A - 2","Lorhan Amaral Nunes","PORTO ALEGRE","AV DIVISA 1200","CRISTAL","90820-100"
"197310","FERRAMULTI COM ARTIG FERRAG LTDA","Sul ","RS","Pequeno A - 3","Diego Dalla Porta Machado","PORTO ALEGRE","AV PROTASIO ALVES 900, LOJA","RIO BRANCO","90410-004"
"204896","TUA CASA FERRAGEM EIRELI","Sul ","RS","Pequeno A - 3","Diego Dalla Porta Machado","PORTO ALEGRE","R ANITA GARIBALDI 888","MONT SERRAT","90450-001"
"12641","MONTICELLI & CIA LTDA","Sul ","RS","Pequeno A - 3","Diego Dalla Porta Machado","PORTO ALEGRE","R DOS MAIAS 385","RUBEM BERTA","91170-200"
"127987","SAO JOAO MAD MAT CONSTR LTDA","Sul ","RS","Pequeno A - 3","Lorhan Amaral Nunes","PORTO ALEGRE","R TENENTE ALPOIN 580","PARTENON","91570-710"
"222273","I 9 CONSTR LTDA","Sul ","RS","Pequeno A - 3","Queiroz & Gehm Repres Ltda - Me","PORTO ALEGRE","ESTR CRISTIANO KRAEMER 61, CJ","VL NOVA","91750-060"
"107327","FERRAGEM BRASCOFER LTDA","Sul ","RS","Pequeno A - 3","Lorhan Amaral Nunes","PORTO ALEGRE","AV EDGAR PIRES DE CASTRO 1515","ABERTA DOS MORROS","91787-000"
"30405","MONTICELLI & CIA LTDA","Sul ","RS","Pequeno A - 3","Diego Dalla Porta Machado","PORTO ALEGRE","AV GOMES DE CARVALHO 20","PASSOS DAS PEDRAS","90000-000"
"292457","ROGERIO BOEIRA FIGUEIRA E CIA LTDA","Sul ","RS","Pequeno A - 3","Lorhan Amaral Nunes","PORTO ALEGRE","EST VILA MARIA 45","CAVALHADA","91920-370"
"249712","TIJOLAO COM DE MAT PARA CONSTR","Centro Oeste","GO","Grande - 1","W M Q Repres Mat Constr Ltda","GOIANIA","R C SN, QD CH","SETOR PARQUE TREMENDAO","74475-030"
"137567","SAO JORGE SHOPPING DA CONSTR LTDA","Centro Oeste","GO","Home Center Regional","Anderson Souza Araujo","GOIANIA","ROD BR 060 QD AREA LT SN, QD A","RURAL","74330-971"
"46658","C R S COM & REPR LTDA","Centro Oeste","GO","Medio A - 1","W M Q Repres Mat Constr Ltda","GOIANIA","AV C 104 588","JD AMERICA","74250-030"
"284031","CRD ATACADO DA CONSTRUCAO LTDA","Centro Oeste","GO","Medio A - 2","W A Repres Mat Constr","GOIANIA","R LAGUNA 70","IPIRANGA","74453-400"
"260134","PISOMAX MAT P CONST EIRELI ME","Centro Oeste","GO","Medio A - 2","W M Q Repres Mat Constr Ltda","GOIANIA","R 38 51, QD31 LT13","SETOR SANTOS DUMONT","74463-750"
"219820","FLAMBOYANT MAT CONSTR LTDA","Centro Oeste","GO","Medio B - 1","W M Q Repres Mat Constr Ltda","GOIANIA","AL DO CONTORNO SN, QD 34","JD SANTO ANTONIO","74853-120"
"58916","CENTRAL PISOS & ACAB LTDA","Centro Oeste","GO","Mega","W A Repres Mat Constr","GOIANIA","ROD GO 040 QD 70 LT 97 setor C","SETOR CARAVELO","74354-070"
"32639","JOSE DONIZETE DE SOUZA","Centro Oeste","GO","Mega","Joao Paulo Da Silva","GOIANIA","AV GB 9 SN","JD GUANABARA IV","74675-320"
"295341","BIG MAIS DISTRIBUIDORA DE MATERIAIS","Centro Oeste","GO","Pequeno A - 1","Joao Paulo Da Silva","GOIANIA","AV REZENDE 508, QD 52","SAO FRANCISCO","74455-210"
"189515","SOL E LUA MAT CONSTR LTDA ME","Centro Oeste","GO","Pequeno A - 1","Joao Paulo Da Silva","GOIANIA","R OM 1 SN, QD 16","RESIDENCIAL ORLANDO MORAI","74693-001"
"287988","SOMAPEL MATERIAIS PARA CONSTRUCAO E","Centro Oeste","GO","Pequeno A - 1","Joao Paulo Da Silva","GOIANIA","R 29 A 599","SETOR AEROPORTO","74075-320"
"263218","BORBA MATERIAIS DE CONSTRUCAO","Centro Oeste","GO","Pequeno A - 1","W A Repres Mat Constr","GOIANIA","PC WASHINGTON 57, QD 167","JARDIM NOVO MUNDO","74710-020"
"15361","COML MAT CONSTR FERNANDES SOUZA LTD","Centro Oeste","GO","Pequeno A - 1","Joao Paulo Da Silva","GOIANIA","AV NEROPOLIS 5291, QD 6 LT 25","PQ DAS FLORES","74595-236"
"95356","P R M COM DE FERRAGENS LTDA ME","Centro Oeste","GO","Pequeno A - 1","W A Repres Mat Constr","GOIANIA","AV C 4 465, QD 06 LT 1","JD AMERICA","74265-040"
"113754","COML CARVALHO MAT CONSTR LTDA","Centro Oeste","GO","Pequeno A - 1","Joao Paulo Da Silva","GOIANIA","AV NICARAGUA 966","JARDIM AMERICA","74270-040"
"149109","FERRAG MACAUBAS LTDA ME","Centro Oeste","GO","Pequeno A - 1","W A Repres Mat Constr","GOIANIA","AV ESMERALDA 1614, Q 81 LT 25","RECANTO DAS MINAS GERAIS","74785-132"
"26936","MADEIREIRA CRIMEIA EIRELI","Centro Oeste","GO","Pequeno A - 1","Joao Paulo Da Silva","GOIANIA","AV SEN PEDRO L TEIXEIRA 9","ST CRIMEIA LESTE","74465-539"
"163855","AGUILERA OLIVEIRA FERRAM E PROT LTD","Centro Oeste","GO","Pequeno A - 1","W A Repres Mat Constr","GOIANIA","AL CASCAVEL CH 13 844, QD 07 L","ST SOL NASCENTE","74210-125"
"153742","COML MACHADINHO LTDA ME","Centro Oeste","GO","Pequeno A - 1","Joao Paulo Da Silva","GOIANIA","R PADRE MONTE 995, QD 12","GOIA","74485-150"
"75351","FERRAGISTA BARCELOS LTDA","Centro Oeste","GO","Pequeno A - 1","W A Repres Mat Constr","GOIANIA","AV LAUDELINO GOMES 12, QD 212","ST PEDRO LUDOVICO","74830-090"
"194624","FERRAGISTA MARANATA COM FERRAG","Centro Oeste","GO","Pequeno A - 1","Joao Paulo Da Silva","GOIANIA","AV DO CONTORNO 858, QD 21 LT 9","JD COLORADO","74474-048"
"96527","A B C COM MAT CONSTR LTDA","Centro Oeste","GO","Pequeno A - 1","Joao Paulo Da Silva","GOIANIA","AV GOIAS NORTE SN, QD 4 LT 47","RESID RECANTO DO BOSQUE","74000-000"
"92872","MAC GYN COMERCIO VAREJISTA LTDA","Centro Oeste","GO","Pequeno A - 1","Joao Paulo Da Silva","GOIANIA","AV DO POVO SN, QD 14 B","JD CURITIBA","74480-800"
"175693","C F DOS SANTOS MERCADORIAS EM GERAL","Centro Oeste","GO","Pequeno A - 1","Joao Paulo Da Silva","GOIANIA","AV HILARIO SEBASTI 1018, QD 5","SANTO HILARIO","74780-250"
"158833","L R S FERRAGENS LTDA ME","Centro Oeste","GO","Pequeno A - 1","W A Repres Mat Constr","GOIANIA","R 24 578, QD 62","SETOR CENTRAL","74030-060"
"131577","FERRAGISTA LESTE LTDA","Centro Oeste","GO","Pequeno A - 1","Joao Paulo Da Silva","GOIANIA","AV ENG FUAD RASSI 1536, QD 13","CRIMEIA LESTE","74660-200"
"265128","DANIELA ALINE DE MELO EIRELI","Centro Oeste","GO","Pequeno A - 1","Joao Paulo Da Silva","GOIANIA","AV CENTRAL 660, QD 121","JARDIM NOVA ESPERANCA","74465-100"
"143777","RONAN ANTONIO PINTO ME","Centro Oeste","GO","Pequeno A - 1","W A Repres Mat Constr","GOIANIA","AV PROF ALFREDO DE 833, QD CA","CHAC DO GOVERNADOR","74870-038"
"117926","SOL TINTAS COM E SERV LTDA ME","Centro Oeste","GO","Pequeno A - 1","W A Repres Mat Constr","GOIANIA","R C 17 283, QD 168","SETOR SUDOESTE","74303-280"
"58642","GUAYER & GUAYER LTDA","Centro Oeste","GO","Pequeno A - 1","W A Repres Mat Constr","GOIANIA","R CENTO E TRINTA E DOIS 503","SETOR SUL","74093-210"
"47640","OPCAO FERRAZ FERRAGISTA LTDA","Centro Oeste","GO","Pequeno A - 1","W A Repres Mat Constr","GOIANIA","AV FUED JOSE SEBBA 323, QD 31","ST LESTE UNIVERSITARIO","74603-065"
"262479","J F DE SOUZA LTDA ME","Centro Oeste","GO","Pequeno A - 1","Joao Paulo Da Silva","GOIANIA","AV BOULEVARD CONDE 270, QD 31","GOIANIA 2","74663-130"
"263654","MARVEL CASA DA CONSTRUCAO LTDA","Centro Oeste","GO","Pequeno A - 1","Joao Paulo Da Silva","GOIANIA","R GB 39 20, QD 62 LT05","JARDIM GUANABARA III","74683-380"
"188338","S A B SILVA ME","Centro Oeste","GO","Pequeno A - 1","Joao Paulo Da Silva","GOIANIA","AV TRINDADE 867, QD 11 LT23","RESIDENCIAL TEMPO NOVO","74496-080"
"34071","CASA UNICA MAT CONSTR LTDA","SE - SP","MG","Grande - 2","Maycon Alcantara De Souza","BELO HORIZONTE","AV PRES CARLOS LUZ 2000","APARECIDA","31250-010"
"156085","PAIS FILHOS E NETOS MAT CONSTR LTDA","SE - SP","MG","Grande - 2","Marcela Cristina De Andrade Ramos S","BELO HORIZONTE","AV DENISE CRISTINA DA ROCHA 29","PAPINO JUSTINOPOLIS","33900-667"
"110083","LEROY MERLIN CIA BRASILEIRA BRICOLA","SE - SP","MG","Home Center Nacional","Ludimila Santana Silva","BELO HORIZONTE","ROD BR 356 7515","BELVEDERE","30320-765"
"91924","SAINT GOBAIN DISTR BRASIL LTDA","SE - SP","MG","Home Center Nacional","Maycon Alcantara De Souza","BELO HORIZONTE","AV PRES ANTONIO CARLOS 6510","PAMPULHA","31270-000"
"92327","CROMOS ATACADO CONSTR LTDA","SE - SP","MG","Home Center Regional","Ludimila Santana Silva","BELO HORIZONTE","AV DOM PEDRO II 1502","BONFIM","30710-010"
"242867","HENRIQUE ANTONIO RODRIGUES DE","SE - SP","MG","Medio A - 1","Marcela Cristina De Andrade Ramos S","BELO HORIZONTE","AV NENEM LARA ROCHA 30","SERRA VERDE","31630-160"
"43384","IRMAOS CAPELINE & CIA LTDA","SE - SP","MG","Medio A - 1","Marcela Cristina De Andrade Ramos S","BELO HORIZONTE","R ERICO VERISSIMO 700","CANDELARIA","31515-210"
"192662","D S R A COM MAT CONSTR LTDA EPP","SE - SP","MG","Medio A - 1","Marcela Cristina De Andrade Ramos S","BELO HORIZONTE","R ERICO VERISSIMO 656","CANDELARIA","31510-254"
"205211","D S R A COM MAT CONSTR LTDA EPP","SE - SP","MG","Medio A - 1","Marcela Cristina De Andrade Ramos S","BELO HORIZONTE","R ERICO VERISSIMO 656","CANDELARIA","31510-254"
"205524","IRMAOS CAPELINE & CIA LTDA","SE - SP","MG","Medio A - 1","Marcela Cristina De Andrade Ramos S","BELO HORIZONTE","R ERICO VERISSIMO 700","CANDELARIA","31515-210"
"170739","LEROY MERLIN CIA BRASILEIRA BRICOLA","SE - SP","MG","Home Center Nacional","Ludimila Santana Silva","BELO HORIZONTE","AV PASTOR ANSELMO SILVESTRE 14","DOM JOAQUIM","31170-678"
"74737","SAINT GOBAIN DISTRIBUICAO BRASIL LT","SE - SP","MG","Home Center Nacional","Maycon Alcantara De Souza","BELO HORIZONTE","R MARIA LUIZA SANTIAGO 50","SANTA LUCIA","30360-740"
"247824","MARIA ZELIA DA SILVA PEREIRA","SE - SP","MG","Pequeno A - 1","Lays Miranda Silva Pinto","BELO HORIZONTE","RUA RIO CASCA 273","CARLOS PRATES","30710-200"
"115876","FERRAGENS CAMILAR LTDA","SE - SP","MG","Pequeno A - 1","Marcela Cristina De Andrade Ramos S","BELO HORIZONTE","R ANGOLA 395","SAO PAULO","31910-060"
"30353","VULCANO LTDA","SE - SP","MG","Pequeno A - 1","Marcela Cristina De Andrade Ramos S","BELO HORIZONTE","AV MONTESE 843","STA BRANCA","31565-150"
"64605","COML OBRADEC MAT CONSTR LTDA","SE - SP","MG","Pequeno A - 1","Marcela Cristina De Andrade Ramos S","BELO HORIZONTE","AV AUGUSTO DE LIMA 231","CENTRO","30190-000"
"256099","FRANCIELE MAIRA DA CUNHA OZORIO","SE - SP","MG","Pequeno A - 1","Mita Repres Ltda - Me","BELO HORIZONTE","R ALADIN CORREA DE FARIA 1161","DIAMANTE","30644-210"
"99515","COML AEROPORTO LTDA","SE - SP","MG","Pequeno A - 1","Marcela Cristina De Andrade Ramos S","BELO HORIZONTE","R NORALDINO DE LIMA 560","AEROPORTO","31270-650"
"217034","CONSTRUA MAIS MAT CONSTR ELETR LTDA","SE - SP","MG","Pequeno A - 1","Mita Repres Ltda - Me","BELO HORIZONTE","R MAQUINE 42, LJ A","SALGADO FILHO","30550-176"
"177148","LUXOR MAT CONSTR ACAB LTDA ME","SE - SP","MG","Pequeno A - 1","Lays Miranda Silva Pinto","BELO HORIZONTE","R ELISIO DE BRITO 544","BOA VISTA","31060-470"
"252690","F & S COM VAREJISTA DE MAT ELETR","SE - SP","MG","Pequeno A - 1","Marcela Cristina De Andrade Ramos S","BELO HORIZONTE","R CON TRINDADE 557, LOJA  B","JARDIM LEBLON","31540-000"
"18278","MAT CONSTR BOA VISTA LTDA EPP","SE - SP","MG","Pequeno A - 1","Marcela Cristina De Andrade Ramos S","BELO HORIZONTE","ROD MG 5 351","GOIANIA","31950-000"
"146150","BECKER COM VAREJISTA LTDA ME","SE - SP","MG","Pequeno A - 1","Mita Repres Ltda - Me","BELO HORIZONTE","AV ALTAMIRO AVELINO SOARES 412","CASTELO","30330-000"
"57825","SHOPPING DA CONSTR LTDA","SE - SP","MG","Pequeno A - 1","Lays Miranda Silva Pinto","BELO HORIZONTE","R MANHUMIRIM 1521","CAICARA ADELAIDE","30770-190"
"17740","MAXI TINTAS LTDA","SE - SP","MG","Pequeno A - 1","Mita Repres Ltda - Me","BELO HORIZONTE","R PADRE BELCHIOR 319","CENTRO","30190-070"
"185425","NEUSA MARIA MARTINS","SE - SP","MG","Pequeno A - 1","Marcela Cristina De Andrade Ramos S","BELO HORIZONTE","R HELIO PELLEGRINO 89","SAO JOAO BATISTA","31515-350"
"66828","MORADA ACABAMENTOS MATERIAIS DE","SE - SP","MG","Pequeno A - 1","Marcela Cristina De Andrade Ramos S","BELO HORIZONTE","R PADRE PEDRO PINTO 5500","MANTIQUEIRA","31660-000"
"25971","ORG ATAIDE LTDA ME","SE - SP","MG","Pequeno A - 1","Mita Repres Ltda - Me","BELO HORIZONTE","AV PROF MARIO WERNECK 3100","BURITIS","30575-180"
"282555","DILMA MARIA MARCAL DINIZ ME","SE - SP","MG","Pequeno A - 1","Marcela Cristina De Andrade Ramos S","BELO HORIZONTE","ROD MG 5 90","GOIANIA","31950-000"
"161952","MAT CONSTR HAVAI LTDA","SE - SP","MG","Pequeno A - 1","Mita Repres Ltda - Me","BELO HORIZONTE","R JOSE JORGE FONTE BOA 338","HAVAI","30570-250"
"100226","OLINDA MAT CONSTR LTDA","SE - SP","MG","Pequeno A - 1","Mita Repres Ltda - Me","BELO HORIZONTE","AV FREI ANDREONI 470","SALGADO FILHO","30550-550"
"176160","J F F MAT CONSTR LTDA ME","SE - SP","MG","Pequeno A - 1","Marcela Cristina De Andrade Ramos S","BELO HORIZONTE","R PEDRO CALMON 306","DOM JOAQUIM","31920-130"
"291945","FLAITON VESPOLI LAR & CONSTRUCAO ME","SE - SP","MG","Pequeno A - 1","Marcela Cristina De Andrade Ramos S","BELO HORIZONTE","R IZABEL BUENO 80, LOJA","SANTA ROSA","31255-674"
"39665","CAMACON CAPRI MAT CONSTR LTDA","SE - SP","MG","Pequeno A - 1","Marcela Cristina De Andrade Ramos S","BELO HORIZONTE","R PADRE PEDRO PINTO 5420","VENDA NOVA","31610-000"
"99557","COML NOVA PAMPULHA LTDA","SE - SP","MG","Pequeno A - 1","Lays Miranda Silva Pinto","BELO HORIZONTE","R MANOEL FERREIRA CARDOSO 46","NOVA PAMPULHA","31370-670"
"19277","DEP TIMBIRAS LTDA","SE - SP","MG","Pequeno A - 1","Mita Repres Ltda - Me","BELO HORIZONTE","R PERNAMBUCO 836, LOJA A","FUNCIONARIOS","30130-151"
"208623","DEP MAT CONSTR MBM LTDA ME","SE - SP","MG","Pequeno A - 1","Lays Miranda Silva Pinto","BELO HORIZONTE","PRA A OLGA GATTI BARBOSA 90","OURO PRETO","31320-195"
"107774","PONTO CONSTR COM MAT CONSTR LTDA","SE - SP","MG","Pequeno A - 1","Marcela Cristina De Andrade Ramos S","BELO HORIZONTE","R PEDRA DE ANIL 171","PIRATININGA VENDA NOVA","31570-610"
"18759","SION MAT CONSTR LTDA","SE - SP","MG","Pequeno A - 1","Mita Repres Ltda - Me","BELO HORIZONTE","R MONTEVIDEU 310","SION","30315-560"
"37112","DEP GOITACAZES LTDA","SE - SP","MG","Pequeno A - 1","Lays Miranda Silva Pinto","BELO HORIZONTE","R CAMPOS SALES 268","GAMELEIRA","30480-470"
"190397","CONSTRUIR GUIMARAES LTDA ME","SE - SP","MG","Pequeno A - 1","Mita Repres Ltda - Me","BELO HORIZONTE","AV JOAO ROLLA FILHO 899, LJS 0","DIAMANTE (BARREIRO)","30660-565"
"43911","ELETRO TUBOS TIAGO LTDA ME","SE - SP","MG","Pequeno A - 1","Lays Miranda Silva Pinto","BELO HORIZONTE","R GENTIL PORTUGAL DO BRASIL 12","GOV BENED VALADARES","30520-540"
"34492","LUXEMBURGO MAT CONSTR LTDA","SE - SP","MG","Pequeno A - 1","Mita Repres Ltda - Me","BELO HORIZONTE","R LUIS SOARES DA ROCHA 141","LUXEMBURGO","30380-600"
"116113","CASA NOVA MAT CONSTR LTDA","SE - SP","MG","Pequeno A - 1","Marcela Cristina De Andrade Ramos S","BELO HORIZONTE","R SALVIA 515","JULIANA","31744-684"
"203379","OSMAR TINTAS LTDA","SE - SP","MG","Pequeno A - 1","Marcela Cristina De Andrade Ramos S","BELO HORIZONTE","AV PORTUGAL 3231","JD ATLANTICO","31560-000"
"29615","DEP AREIA BRANCA LTDA","SE - SP","MG","Pequeno A - 1","Mita Repres Ltda - Me","BELO HORIZONTE","AV BARAO HOMEM DE MELO 856","JD AMERICO","30460-090"
"206150","FERRAGENS CAMILAR LTDA","SE - SP","MG","Pequeno A - 1","Marcela Cristina De Andrade Ramos S","BELO HORIZONTE","R ANGOLA 395","SAO PAULO","31910-060"
"33475","FAISCA MAT CONSTR LTDA ME","SE - SP","MG","Pequeno A - 1","Marcela Cristina De Andrade Ramos S","BELO HORIZONTE","R PINTOR RENATO LIMA 59","TUPI","31844-230"
"205597","COML AEROPORTO LTDA","SE - SP","MG","Pequeno A - 1","Marcela Cristina De Andrade Ramos S","BELO HORIZONTE","R NORALDINO DE LIMA 560","AEROPORTO","31270-650"
"100145","MATS ATAIDE LTDA","SE - SP","MG","Pequeno A - 1","Mita Repres Ltda - Me","BELO HORIZONTE","R LUIZ COSME 355","ESTRELA DALVA","30570-720"
"211143","J F F MAT CONSTR LTDA ME","SE - SP","MG","Pequeno A - 1","Marcela Cristina De Andrade Ramos S","BELO HORIZONTE","R MARIA FERREIRA DA SILVA 400","FERNAO DIAS","31920-350"
"235028","ATRIO PISOS COML EIRELI EPP","SE - SP","MG","Pequeno A - 1","Mita Repres Ltda - Me","BELO HORIZONTE","R IGUACU 466","CONCORDIA","31110-600"
"205640","PONTO CONSTR COM MAT CONSTR LTDA","SE - SP","MG","Pequeno A - 1","Marcela Cristina De Andrade Ramos S","BELO HORIZONTE","R PEDRA DE ANIL 171","PIRATININGA VENDA NOVA","31570-610"
"286952","WRM CONSTRUCOES E EMPREENDIMENTOS L","SE - SP","MG","Pequeno A - 1","Marcela Cristina De Andrade Ramos S","BELO HORIZONTE","AV FRANCISCO NEGRAO DE LIMA 15","CEU AZUL","31545-000"
"287869","R&S MATERIAIS DE CONSTRUCAO LTDA","SE - SP","MG","Pequeno A - 2","Marcela Cristina De Andrade Ramos S","BELO HORIZONTE","AVENIDA GASTÃO DEMÉTRIO MAIA 2","FLORAMAR","31742-096"
"42621","MAT CONSTR SILVERATA LTDA","SE - SP","MG","Pequeno A - 2","Lays Miranda Silva Pinto","BELO HORIZONTE","R JAVARI 481","RENASCENCA","31130-540"
"99430","CRISTIANE & SILVIA COM LTDA","SE - SP","MG","Pequeno A - 2","Mita Repres Ltda - Me","BELO HORIZONTE","R CEL BERNARDINO 125","PALMEIRAS","30575-480"
"18302","ORG SILVERATA LTDA","SE - SP","MG","Pequeno A - 2","Marcela Cristina De Andrade Ramos S","BELO HORIZONTE","AV SEBASTIAO DE BRITO 1375","DONA CLARA","31260-000"
"39194","PILOTO S R LTDA ME","SE - SP","MG","Pequeno A - 2","Marcela Cristina De Andrade Ramos S","BELO HORIZONTE","R OSORIO DUQUE ESTRADA 92","PLANALTO","31730-000"
"39842","SANTA ROSA ACAB LTDA","SE - SP","MG","Pequeno A - 2","Mita Repres Ltda - Me","BELO HORIZONTE","R ORIENTE 212","SERRA","30220-270"
"13365","DEP MAT CONSTR BRAGA LTDA","SE - SP","MG","Pequeno A - 2","Mita Repres Ltda - Me","BELO HORIZONTE","AV DONA JUDITE MORAES BARROS 4","LINDEIA","30690-370"
"32906","DEP MAT CONSTR COLINA LTDA ME","SE - SP","MG","Pequeno A - 2","Mita Repres Ltda - Me","BELO HORIZONTE","AV MIGUEL MOYSES 239","GAMELEIRA","30510-190"
